Date,Time,Temp,WS,WD,Pressure,Humidity,Rain Daily,Rain Hourly
31/12/2019,19:00:00,4.6,0,359,809.2,27,0,0
31/12/2019,19:15:00,4.8,0,359,809.2,27,0,0
31/12/2019,19:30:00,4.7,0,359,809.2,29,0,0
31/12/2019,19:45:00,4.8,0,359,809.2,30,0,0
31/12/2019,20:00:00,4.7,0,359,809.2,33,0,0
31/12/2019,20:15:00,4.8,0,359,809.1,34,0,0
31/12/2019,20:30:00,4.8,0,359,809.2,34,0,0
31/12/2019,20:45:00,4.8,0,359,808.9,35,0,0
31/12/2019,21:00:00,4.9,0,359,808.9,35,0,0
31/12/2019,21:15:00,4.9,0,359,808.7,37,0,0
31/12/2019,21:30:00,4.7,0,359,808.7,39,0,0
31/12/2019,21:45:00,4.7,0,359,808.7,40,0,0
31/12/2019,22:00:00,4.7,0,359,808.7,40,0,0
31/12/2019,22:15:00,4.8,0,359,808.7,40,0,0
31/12/2019,22:30:00,4.5,0,359,808.8,41,0,0
31/12/2019,22:45:00,4.6,0,359,808.9,42,0,0
31/12/2019,23:00:00,4.8,0,359,808.8,41,0,0
31/12/2019,23:15:00,4.5,0,359,808.7,43,0,0
31/12/2019,23:30:00,4.3,0,359,808.9,44,0,0
31/12/2019,23:45:00,4.4,0,359,809,45,0,0
1/1/2020,0:00:00,4.3,0,359,809.1,45,0,0
1/1/2020,0:15:00,4.4,0,359,809.3,46,0,0
1/1/2020,0:30:00,4.1,0,359,809.5,48,0,0
1/1/2020,0:45:00,4.2,0,359,809.8,48,0,0
1/1/2020,1:00:00,4.2,0,359,809.9,49,0,0
1/1/2020,1:15:00,4.1,0,359,810,50,0,0
1/1/2020,1:30:00,4.2,0,359,810.1,50,0,0
1/1/2020,1:45:00,4.1,0,359,810.3,51,0,0
1/1/2020,2:00:00,4.2,0,359,810.3,51,0,0
1/1/2020,2:15:00,4.4,0,359,810.6,52,0,0
1/1/2020,2:30:00,5.3,0,359,811.1,51,0,0
1/1/2020,2:45:00,5.5,0,359,811.4,52,0,0
1/1/2020,3:00:00,6.2,0,359,811.7,52,0,0
1/1/2020,3:15:00,7.4,0,359,812,50,0,0
1/1/2020,3:30:00,8.5,0,359,812.1,46,0,0
1/1/2020,3:45:00,6.7,0,359,812.3,54,0,0
1/1/2020,4:00:00,7.2,0,359,812.5,55,0,0
1/1/2020,4:15:00,6.6,0,359,812.7,60,0,0
1/1/2020,4:30:00,8.7,0,359,813,56,0,0
1/1/2020,4:45:00,8.8,0,359,813,56,0,0
1/1/2020,5:00:00,9.6,0,359,813,55,0,0
1/1/2020,5:15:00,9.8,0,359,813,54,0,0
1/1/2020,5:30:00,10.3,0,359,813.3,52,0,0
1/1/2020,5:45:00,11.7,0,359,813,47,0,0
1/1/2020,6:00:00,11,0,359,813,50,0,0
1/1/2020,6:15:00,11.2,0,359,813,51,0,0
1/1/2020,6:30:00,12.4,0,359,812.8,44,0,0
1/1/2020,6:45:00,13,0,359,812.7,46,0,0
1/1/2020,7:00:00,12.3,0,359,812.5,47,0,0
1/1/2020,7:15:00,11.7,0,359,812.2,47,0,0
1/1/2020,7:30:00,12,0,359,812.1,47,0,0
1/1/2020,7:45:00,12.1,0,359,812,46,0,0
1/1/2020,8:00:00,12.3,0,359,811.9,45,0,0
1/1/2020,8:15:00,11.1,0,359,811.7,48,0,0
1/1/2020,8:30:00,11.2,0,359,811.6,49,0,0
1/1/2020,8:45:00,10.6,0,359,811.5,50,0,0
1/1/2020,9:00:00,9.7,0,359,811.4,52,0,0
1/1/2020,9:15:00,10.2,0,359,811.4,53,0,0
1/1/2020,9:30:00,9.6,0,359,811.3,53,0,0
1/1/2020,9:45:00,8.9,0,359,811.3,54,0,0
1/1/2020,10:00:00,8.1,0,359,811.4,57,0,0
1/1/2020,10:15:00,7.8,0,359,811.2,60,0,0
1/1/2020,10:30:00,7.5,0,359,811.2,63,0,0
1/1/2020,10:45:00,7.3,0,359,811.3,62,0,0
1/1/2020,11:00:00,7,0,359,811.3,66,0,0
1/1/2020,11:15:00,6.7,0,359,811.4,69,0,0
1/1/2020,11:30:00,6.4,0,359,811.3,72,0,0
1/1/2020,11:45:00,6.3,0,359,811.3,73,0,0
1/1/2020,12:00:00,6.1,0,359,811.4,75,0,0
1/1/2020,12:15:00,6.1,0,359,811.4,74,0,0
1/1/2020,12:30:00,6.1,0,359,811.5,73,0,0
1/1/2020,12:45:00,6.2,0,359,811.6,73,0,0
1/1/2020,13:00:00,6.2,0,359,811.7,73,0,0
1/1/2020,13:15:00,6.2,0,359,811.9,73,0,0
1/1/2020,13:30:00,6.1,0,359,812,73,0,0
1/1/2020,13:45:00,6.1,0,359,812,71,0,0
1/1/2020,14:00:00,6.1,0,359,812.2,71,0,0
1/1/2020,14:15:00,6.2,0,359,812.3,70,0,0
1/1/2020,14:30:00,6.1,0,359,812.5,71,0,0
1/1/2020,14:45:00,6.1,0,359,812.6,71,0,0
1/1/2020,15:00:00,6.1,0,359,812.7,71,0,0
1/1/2020,15:15:00,5.9,0,359,812.8,73,0,0
1/1/2020,15:30:00,6,0,359,812.8,72,0,0
1/1/2020,15:45:00,6.1,0,359,813,72,0,0
1/1/2020,16:00:00,6.1,0,359,813,73,0,0
1/1/2020,16:15:00,6.1,0,359,813,74,0,0
1/1/2020,16:30:00,5.9,0,359,813,74,0,0
1/1/2020,16:45:00,6,0,359,813.2,74,0,0
1/1/2020,17:00:00,5.9,0,359,813,74,0,0
1/1/2020,17:15:00,5.9,0,359,813,74,0,0
1/1/2020,17:30:00,5.8,0,359,813,74,0,0
1/1/2020,17:45:00,5.9,0,359,812.9,73,0,0
1/1/2020,18:00:00,5.7,0,359,812.8,73,0,0
1/1/2020,18:15:00,5.8,0,359,812.8,69,0,0
1/1/2020,18:30:00,5.9,0,359,812.8,68,0,0
1/1/2020,18:45:00,5.7,0,359,812.6,69,0,0
1/1/2020,19:00:00,5.8,0,359,812.7,67,0,0
1/1/2020,19:15:00,5.6,0,359,812.5,68,0,0
1/1/2020,19:30:00,5.3,0,359,812.4,69,0,0
1/1/2020,19:45:00,5.1,0,359,812.4,71,0,0
